,txt_path,random,blind,interest,welfare,exclusion,id
0,"/home/qwang/rob/rob-pome/rob-app/sample/Viviam OS, 2015.txt",0.9999915361404419,3.0608430279244203e-07,0.9983987212181091,0.9862149357795715,0.3902738094329834,240647
1,"/home/qwang/rob/rob-pome/rob-app/sample/Lei Y, 2015.txt",0.9998514652252197,8.8721066049402e-07,1.0,0.9699632525444031,0.16733022034168243,175949
2,"/home/qwang/rob/rob-pome/rob-app/sample/Magdy MA, 2015.txt",0.9928358197212219,2.4644202767376555e-07,0.9792177677154541,0.9872004985809326,0.16030393540859222,174906
3,"/home/qwang/rob/rob-pome/rob-app/sample/Minwoo A, 2015.txt",0.9999921321868896,6.63044374960009e-07,0.5671822428703308,0.9911378026008606,0.18847936391830444,62522
